Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
apitest,,,,2022-11-29 19:32:21,2022-11-29 19:32:42,"20,825s",PASSED
,,,,,,,
Test Cases/API_TEST1/AddUser,,,,2022-11-29 19:32:21,2022-11-29 19:32:26,"5,037s",PASSED
"Response = sendRequest(findTestObject(""API_TEST1/AddUser""))",,,,2022-11-29 19:32:22,2022-11-29 19:32:26,"4,265s",PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-11-29 19:32:26,2022-11-29 19:32:26,"0,027s",PASSED
print(Response.getResponseText()),,,,2022-11-29 19:32:26,2022-11-29 19:32:26,"0,015s",PASSED
,,,,,,,
Test Cases/API_TEST1/TEST_ESTUDIANTES,,,,2022-11-29 19:32:26,2022-11-29 19:32:28,"1,695s",PASSED
"Response = sendRequest(findTestObject(""API_TEST1/Get_user""))",,,,2022-11-29 19:32:27,2022-11-29 19:32:28,"1,177s",PASSED
print(Response.getResponseText()),,,,2022-11-29 19:32:28,2022-11-29 19:32:28,"0,003s",PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-11-29 19:32:28,2022-11-29 19:32:28,"0,010s",PASSED
,,,,,,,
Test Cases/API_TEST1/Test_Estudiante_id,,,,2022-11-29 19:32:28,2022-11-29 19:32:30,"2,434s",PASSED
"Response = sendRequest(findTestObject(""API_TEST1/StudentID""))",,,,2022-11-29 19:32:29,2022-11-29 19:32:30,"1,702s",PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-11-29 19:32:30,2022-11-29 19:32:30,"0,006s",PASSED
print(Response.getResponseText()),,,,2022-11-29 19:32:30,2022-11-29 19:32:30,"0,003s",PASSED
"verifyElementPropertyValue(Response, ""data.last_name"", ""Wong"")",,,,2022-11-29 19:32:30,2022-11-29 19:32:30,"0,114s",PASSED
"verifyElementPropertyValue(Response, ""support.text"", ""To keep ReqRes free, contributions towards server costs are appreciated!"")",,,,2022-11-29 19:32:30,2022-11-29 19:32:30,"0,032s",PASSED
,,,,,,,
Test Cases/API_TEST1/UpdateUser,,,,2022-11-29 19:32:30,2022-11-29 19:32:33,"2,215s",PASSED
"Response = sendRequest(findTestObject(""API_TEST1/UpdateUser"", [""id"":1]))",,,,2022-11-29 19:32:31,2022-11-29 19:32:33,"1,696s",PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-11-29 19:32:33,2022-11-29 19:32:33,"0,007s",PASSED
,,,,,,,
Test Cases/API_TEST2/AddUser,,,,2022-11-29 19:32:33,2022-11-29 19:32:34,"1,311s",PASSED
"Response = sendRequest(findTestObject(""API_TEST2/AddUser""))",,,,2022-11-29 19:32:33,2022-11-29 19:32:34,"0,833s",PASSED
print(Response.getResponseText()),,,,2022-11-29 19:32:34,2022-11-29 19:32:34,"0,005s",PASSED
"verifyResponseStatusCode(Response, 201)",,,,2022-11-29 19:32:34,2022-11-29 19:32:34,"0,006s",PASSED
,,,,,,,
Test Cases/API_TEST2/AddUserDinamic,,,,2022-11-29 19:32:34,2022-11-29 19:32:35,"1,271s",PASSED
"Response = sendRequest(findTestObject(""API_TEST2/AddUserDinamic"", [""Nom"":""Efrain"", ""Dep"":""Informatica""]))",,,,2022-11-29 19:32:34,2022-11-29 19:32:35,"0,814s",PASSED
print(Response.getResponseText()),,,,2022-11-29 19:32:35,2022-11-29 19:32:35,"0,001s",PASSED
,,,,,,,
Test Cases/API_TEST2/API_USUARIOS,,,,2022-11-29 19:32:35,2022-11-29 19:32:37,"1,669s",PASSED
"Response = sendRequest(findTestObject(""API_TEST2/Get_Usuarios""))",,,,2022-11-29 19:32:36,2022-11-29 19:32:37,"1,048s",PASSED
print(Response.getResponseText()),,,,2022-11-29 19:32:37,2022-11-29 19:32:37,"0,003s",PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-11-29 19:32:37,2022-11-29 19:32:37,"0,009s",PASSED
,,,,,,,
Test Cases/API_TEST2/DeleteUser,,,,2022-11-29 19:32:37,2022-11-29 19:32:38,"1,325s",PASSED
"Response = sendRequest(findTestObject(""API_TEST2/Delete_user"", [""id"":7]))",,,,2022-11-29 19:32:38,2022-11-29 19:32:38,"0,773s",PASSED
,,,,,,,
Test Cases/API_TEST2/Student_ID_Dinamic,,,,2022-11-29 19:32:38,2022-11-29 19:32:40,"1,158s",PASSED
"Response = sendRequest(findTestObject(""API_TEST2/BuscarId_Dinamic"", [""id"":3]))",,,,2022-11-29 19:32:39,2022-11-29 19:32:39,"0,700s",PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-11-29 19:32:39,2022-11-29 19:32:40,"0,003s",PASSED
print(Response.getResponseText()),,,,2022-11-29 19:32:40,2022-11-29 19:32:40,"0,001s",PASSED
,,,,,,,
Test Cases/API_TEST2/UpdateUser,,,,2022-11-29 19:32:40,2022-11-29 19:32:41,"1,317s",PASSED
"Response = sendRequest(findTestObject(""API_TEST2/UpdateUser"", [""id"":3]))",,,,2022-11-29 19:32:40,2022-11-29 19:32:41,"0,828s",PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-11-29 19:32:41,2022-11-29 19:32:41,"0,008s",PASSED
print(Response.getResponseText()),,,,2022-11-29 19:32:41,2022-11-29 19:32:41,"0,001s",PASSED
,,,,,,,
Test Cases/API_TEST2/Usuario_ID,,,,2022-11-29 19:32:41,2022-11-29 19:32:42,"0,755s",PASSED
"Response = sendRequest(findTestObject(""API_TEST2/Students_id""))",,,,2022-11-29 19:32:41,2022-11-29 19:32:42,"0,241s",PASSED
print(Response.getResponseText()),,,,2022-11-29 19:32:42,2022-11-29 19:32:42,"0,001s",PASSED
"verifyElementPropertyValue(Response, ""data.email"", ""janet.weaver@reqres.in"")",,,,2022-11-29 19:32:42,2022-11-29 19:32:42,"0,027s",PASSED
"verifyElementPropertyValue(Response, ""support.text"", ""To keep ReqRes free, contributions towards server costs are appreciated!"")",,,,2022-11-29 19:32:42,2022-11-29 19:32:42,"0,037s",PASSED
"verifyResponseStatusCode(Response, 200)",,,,2022-11-29 19:32:42,2022-11-29 19:32:42,"0,005s",PASSED
